S.NO,PRICE,ADDRESS,AREA,LATITUDE,LONGITUDE,BEDROOMS,BATHROOMS,BALCONY,STATUS,NEWOROLD,PARKING,FURNISHED_STATUS,LIFT,LANDMARKS,TYPE_OF_BUILDING,PRICE_SQFT,AREA_TYPE,Zone_Raw
252,2900000,"Sector 107, Gurgaon, Dwarka-Manesar Expressway, Gurgaon, Delhi NCR",554,28.51348116,76.971479,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5234.65704,Small,Gurgaon
253,13500000,"C4A/9A Janak Puri New Delhi 110058, Janakpuri, New Delhi - West, Delhi NCR",1500,28.621054,77.0905294,4,3,2,Ready to Move,Resale,1,Semi-Furnished,2,cghs dispensary jankpuri.,Flat,9000,Large,New Delhi - West
254,4000000,"Sector 88, Faridabad, Delhi NCR",1250,28.41891989,77.35557595,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3200,Medium,Faridabad
255,28000000,"c-1/41 a, Budh Vihar Phase 1, New Delhi - Rohini, Delhi NCR",2200,28.63664055,77.12469482,6,5,2,Ready to Move,Resale,1,Semi-Furnished,2,Near 5 no. transforma,Flat,12727.27273,Very Large,New Delhi - Rohini
256,4000000,"Indirapuram, Ghaziabad, Uttar Pradesh, Gyan Khand 3, Ghaziabad, Delhi NCR",850,28.645341,77.35492932,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,near,Flat,4705.882353,Small,Ghaziabad
257,8000000,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1000,28.60052361,77.31160783,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,8000,Medium,New Delhi - East
258,12900000,"Pocket 4 Akash Ganga Appartment  Sector 24, Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1400,28.72650572,77.08336654,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Near delhi public school,Flat,9214.285714,Large,New Delhi - Rohini
259,9000000,"Sector 76, Noida, Delhi NCR",1325,28.56854169,77.37929993,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Property is bang opposite Metro Station.,Flat,6792.45283,Large,Noida
260,3200000,"aditya world city NH 24 Ghaziabad, NH 24, Ghaziabad, Delhi NCR",840,28.683082,77.50921,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Columbia Hospital,Flat,3809.52381,Small,Ghaziabad
261,4100000,"Block E, Sector 85, Faridabad, Sector 85, Faridabad, Delhi NCR",1065,28.4042306,77.3559561,3,2,3,Ready to Move,New Property,1,Semi-Furnished,2,Near to SRS Chowk.,Flat,3849.765258,Medium,Faridabad
262,7000000,"R025d101203/flat #1203., Greater Noida West, Noida, Delhi NCR",1585,28.605958,77.444512,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4416.403785,Large,Noida
263,45000000,"N Block Greater Kailash 1, GK I, New Delhi - South, Delhi NCR",2700,28.52293205,77.21456909,4,4,2,Ready to Move,Resale,2,Semi-Furnished,1,Near By N block Market,Flat,16666.66667,Very Large,New Delhi - South
264,7500000,"Sector 119, Noida, Sector 119, Noida, Delhi NCR",1515,28.58986171,77.40343376,3,3,3,Ready to Move,Resale,1,Semi-Furnished,3,Near by Amrapali zodiac sector 120 Noida,Flat,4950.49505,Large,Noida
265,7100000,"Ranjeet Nagar, New Delhi - West, Delhi NCR",900,28.634758,77.04909515,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Near Shadipur Metro station,Flat,7888.888889,Small,New Delhi - West
266,7000000,"E-1005, Prateek Laurel, sector-120, Sector 120, Noida, Delhi NCR",1135,28.58731051,77.39590178,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6167.400881,Medium,Noida
267,8000000,"Sector 62Noida stellar park apartments, C Block, Noida, Delhi NCR",1500,28.61413193,77.36986542,3,3,1,Ready to Move,Resale,1,Semi-Furnished,2,Near by Fortis hospital Noida,Flat,5333.333333,Large,Noida
268,60000000,"TH - 63, Jaypee Wishtown, Jaypee Greens, Sector - 128, Noida, Sector 128, Noida, Delhi NCR",5000,28.526555,77.363882,5,6,4,Ready to Move,Resale,2,Semi-Furnished,2,"Jaypee Greens, Jaypee Wishtown, Sector 128",Flat,12000,Very Large,Noida
269,5450000,"Greater Noida West, Greater Noida West, Greater Noida, Delhi NCR",1470,28.579593,77.445197,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Near by Supertech ecovillage I Greater Noida West,Flat,3707.482993,Large,Greater Noida
270,22000000,"C 409 B  Sushant Lok Phase 1  Gurgaon, Sushant Lok 1 Block C, Gurgaon, Delhi NCR",2700,28.34468651,77.32616425,4,4,2,Ready to Move,Resale,3,Semi-Furnished,1,Near Vyapaar Kendra Market,Flat,8148.148148,Very Large,Gurgaon
271,15000000,"Sector 168, Noida, Sector 168, Noida, Delhi NCR",2275,28.493247,77.408015,3,4,5,Ready to Move,Resale,1,Semi-Furnished,3,Vicinity to many established offices and metro station. Peaceful.,Flat,6593.406593,Very Large,Noida
272,4900000,"Gaur Yamuna City 16th Park View, Taj Expressway, Noida, Delhi NCR",1475,28.43244553,77.50791931,3,3,3,Ready to Move,Resale,1,Unfurnished,2,Gaur Yamuna City,Flat,3322.033898,Large,Noida
273,12800000,"Sector 85, Gurgaon, Sector 85, Gurgaon, Delhi NCR",1837,28.409389,76.951659,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Please refer to snapshot for more details.,Flat,6967.882417,Very Large,Gurgaon
274,18000000,"D-7/23 Sector 15 Rohini, Sector 15 Rohini, New Delhi - Rohini, Delhi NCR",2400,28.63474083,77.04914856,4,2,3,Ready to Move,Resale,1,Unfurnished,2,Near Sanatan Dharma Mandir,Flat,7500,Very Large,New Delhi - Rohini
275,9000000,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1950,28.509118,77.413416,4,3,4,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4615.384615,Very Large,Noida
276,14500000,"Sector 5, Vasundhara, Ghaziabad, Uttar Pradesh., Sector 5 Vasundhara, Ghaziabad, Delhi NCR",1935,28.660121,77.379704,3,4,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,7493.540052,Very Large,Ghaziabad
277,32500000,"Sector C Vasant Kunj, New Delhi - South, Delhi NCR",2400,28.53547478,77.14489746,3,3,3,Ready to Move,Resale,2,Furnished,0,Near Vasant Valley Public School and Spinal Injuries Hospital,Flat,13541.66667,Very Large,New Delhi - South
278,26000000,"H block dlf phase 1 Gurugram, DLF City Phase 1, Gurgaon, Delhi NCR",2430,28.49748039,77.02710724,3,3,2,Ready to Move,Resale,1,Semi-Furnished,1,near sikanderpur metro station,Flat,10699.58848,Very Large,Gurgaon
279,5900000,"Sector 76, Noida, Sector 76, Noida, Delhi NCR",995,28.575883,77.38535896,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Near by Sector 50 Metro station Noida,Flat,5929.648241,Medium,Noida
280,4800000,"Gurgaon, Sector 105, Gurgaon, Delhi NCR",1000,28.4975071,77.02711487,3,3,2,Ready to Move,Resale,1,Unfurnished,2,near vgr shopping centre and axis bank atm,Flat,4800,Medium,Gurgaon
281,12000000,"Sector 79, Gurgaon, Delhi NCR",1983,28.35895365,76.971587,3,3,5,Ready to Move,Resale,2,Semi-Furnished,2,near imt Manesar chowk,Flat,6051.437216,Very Large,Gurgaon
282,7800000,"Sector 107, Noida, Delhi NCR",1295,28.54291259,77.37203149,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,6023.166023,Large,Noida
283,7000000,"G T Road, Ghaziabad, Delhi NCR",1820,28.6761798,77.39628201,3,3,3,Ready to Move,Resale,2,Semi-Furnished,1,Walking distance (350 mts) from working Arthala metro station.,Flat,3846.153846,Very Large,Ghaziabad
284,3500000,"Sector 2 Rajendra Nagar, Ghaziabad, Delhi NCR",800,28.687614,77.351924,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4375,Small,Ghaziabad
285,10800000,"Sector 137, Noida, Delhi NCR",1895,28.508273,77.40897616,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5699.208443,Very Large,Noida
286,9200000,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1000,28.60172462,77.31781006,2,2,2,Ready to Move,Resale,1,Furnished,2,"Connects to 3 metro stations , only 0.5 Km from Dharamshila Hospital",Individual House,9200,Medium,New Delhi - East
287,10000000,"Nehru Nagar Ghaziabad, Nehru Nagar, Ghaziabad, Delhi NCR",1800,28.63609123,77.43346405,3,3,1,Ready to Move,New Property,1,Unfurnished,1,vedaa's global school,Flat,5555.555556,Very Large,Ghaziabad
288,4800000,"Flat B-1201, BPTP Princess Park, Sector 86, Neherpar, Faridabad, Faridabad, Sector 86, Faridabad, Delhi NCR",1487,28.40652341,77.34299342,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,"Schools,colleges,Hospitals,malls and Metro station within 1 km",Flat,3227.97579,Large,Faridabad
289,17500000,"Sector 63A, Gurgaon, Delhi NCR",2400,28.397099,77.086716,3,3,2,Ready to Move,Resale,2,Semi-Furnished,1,Near TATA Raisina and Grand Hyatt Hotel.,Flat,7291.666667,Very Large,Gurgaon
290,13500000,"Sector 43, Gurgaon, Delhi NCR",2300,28.45518494,77.08667755,3,3,3,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,5869.565217,Very Large,Gurgaon
291,8500000,"Alpha 1, Greater Noida, Uttar Pradesh",1545,28.47346783,77.5053686,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Near pari chowk,Flat,5501.618123,Large,Greater Noida
292,4500000,"Hari Nagar Ashram New Delhi, Hari Nagar Ashram, New Delhi - South, Delhi NCR",1000,28.49679565,77.22851563,2,2,1,Ready to Move,Resale,1,Unfurnished,2,Near Ashram Metro Station,Flat,4500,Medium,New Delhi - South
293,15800000,"Sector 51, Gurgaon, Delhi NCR",2300,28.4287815,77.0661409,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,"Right next to Artemis Hospital, Sec-51",Flat,6869.565217,Very Large,Gurgaon
294,32500000,"New Delhi, Safdarjung Enclave, Safdarjung Enclave, New Delhi - South, Delhi NCR",1829,28.564027,77.1945069,3,3,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Individual House,17769.27283,Very Large,New Delhi - South
295,6900000,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1362,28.650108,77.363755,3,3,4,Ready to Move,Resale,1,Furnished,2,"Sector 62, Chowki Noida and near to Jaipuria Sunrise Plaza Indirapuram",Flat,5066.079295,Large,Ghaziabad
296,9000000,"Siddhartha Vihar Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",1380,28.646286,77.406051,3,2,4,Ready to Move,Resale,1,Semi-Furnished,3,DPS School,Flat,6521.73913,Large,Ghaziabad
297,2500000,"Rajendra Park, Gurgaon, Delhi NCR",560,28.49760246,77.02706909,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,near gurgaon railway station,Flat,4464.285714,Small,Gurgaon
298,29500000,"Gautam budh nagar, Greater Noida, Delhi NCR",3000,28.469204,77.511335,4,4,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,9833.333333,Very Large,Greater Noida
299,2200000,"Sudipto roy, c-1/33, sf4, dlf ankur vihar, loni, ghaziabad., Loni, Ghaziabad, Delhi NCR",900,28.738864,77.263605,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,Not Mentioned,Individual House,2444.444444,Small,Ghaziabad
300,14800000,"B3 Tower, Sector 52, Gurgaon, Delhi NCR",2050,28.44359908,77.07986181,3,4,4,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,7219.512195,Very Large,Gurgaon
301,47500000,"sector 48 Gurgaon, Sohna Road, Gurgaon, Delhi NCR",4600,28.41247483,77.039877,5,6,2,Ready to Move,Resale,1,Semi-Furnished,2,near shubhash chowk,Flat,10326.08696,Very Large,Gurgaon
302,9500000,"332 A, Tower - 32, Gulmohur Greens, Mohan Nagar, Ghaziabad, Uttar Pradesh, Pin - 201005, Gulmohur Greens, Ghaziabad, Delhi NCR",1775,28.68659592,77.37294769,3,3,3,Ready to Move,Resale,2,Semi-Furnished,2,Hindon Air Force Station,Flat,5352.112676,Very Large,Ghaziabad
303,2950000,"H2-1101., Bhopura, Ghaziabad, Delhi NCR",1050,28.72645304,77.33733853,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,2809.52381,Medium,Ghaziabad
304,2550000,"JC-34, Ground Floor, Khirki Extention, Malviya Nagar, New Delhi, Khirki extension, New Delhi - South, Delhi NCR",675,28.5315337,77.216852,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Near Slect city Mall,Flat,3777.777778,Small,New Delhi - South
305,4500000,"Noida Extension, Greater Noida, Delhi NCR",1162,28.532593,77.399792,3,2,4,Ready to Move,Resale,1,Unfurnished,2,Closest to Noida and Delhi due to New bridge constructed recently connecting noida to Noida extension,Flat,3872.633391,Medium,Greater Noida
306,3480000,"Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",700,28.5980365,77.0765245,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4971.428571,Small,New Delhi - Dwarka
307,5400000,"Ace aspire, Noida Extension, Noida, Delhi NCR",1160,28.58945997,77.429712,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4655.172414,Medium,Noida
308,7200000,"Flat No 701 Tower 3 Floor 7 Sec 48 Faridabad, Sector 48, Faridabad, Delhi NCR",2095,28.41063434,77.28620611,4,3,2,Ready to Move,Resale,2,Semi-Furnished,2,Near By Asian Hospital,Flat,3436.754177,Very Large,Faridabad
309,4760000,"GH 04, Sector 16C, Gaur City 2, Greater Noida, Uttar Pradesh 201318, Noida Extension, Noida, Delhi NCR",1190,28.620768,77.425805,2,2,3,Ready to Move,Resale,1,Semi-Furnished,3,Near sector 121 noida.,Individual House,4000,Medium,Noida
310,3200000,"Sector 49 Faridabad, Sector 49, Faridabad, Delhi NCR",810,28.34562111,77.32642365,3,2,1,Ready to Move,Resale,1,Unfurnished,2,Near By Achivers Mall,Flat,3950.617284,Small,Faridabad
311,10500000,"Plot No. GH 03/A, Sector 143, Noida, Uttar Pradesh 201306, Sector 143 B, Noida, Delhi NCR",1695,28.50320625,77.42758179,3,3,3,Ready to Move,Resale,2,Semi-Furnished,3,Near by Logix blossom greens Noida,Individual House,6194.690265,Very Large,Noida
312,3900000,"Sector 137, Noida, Delhi NCR",825,28.5073636,77.4091,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,4727.272727,Small,Noida
313,12500000,"Sector 88A, Gurugram, Haryana, Sector 88A, Gurgaon, Delhi NCR",1850,28.43058099,76.94862,3,3,4,Ready to Move,Resale,2,Semi-Furnished,2,near HP petrol pump,Flat,6756.756757,Very Large,Gurgaon
314,6960000,"Sector 143, Noida, Delhi NCR",1340,28.502597,77.428742,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5194.029851,Large,Noida
315,2750000,"Dream Homes Nh24, NH 24, Ghaziabad, Delhi NCR",850,28.63857269,77.4308548,2,2,2,Ready to Move,Resale,1,Unfurnished,2,"Isckon, Railway Station, Columbia Hispital, DPS School and GURUKUL school",Flat,3235.294118,Small,Ghaziabad
316,35000000,"Sector 50, Noida, Delhi NCR, Sector 50, Noida, Delhi NCR",8500,28.57150078,77.37000275,10,7,7,Ready to Move,Resale,3,Semi-Furnished,2,Ramagya School,Individual House,4117.647059,Very Large,Noida
317,7700000,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1380,28.436305,77.13605,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,5579.710145,Large,Gurgaon
318,6000000,"Ghaziabad kaushambi, Kaushambi, Ghaziabad, Delhi NCR",1300,28.6390639,77.3242583,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Kaushambi metro station and Angel Mall,Flat,4615.384615,Large,Ghaziabad
319,6000000,"plot number 34 block H10 vatika Emelia floors sector 82 gurgaon, Sector 82, Gurgaon, Delhi NCR",1000,28.49747658,77.0271225,2,2,2,Ready to Move,New Property,1,Unfurnished,2,near shani mandir,Flat,6000,Medium,Gurgaon
320,4500000,"Second Floor with roof, Sector 5 Vaishali, Ghaziabad, Delhi NCR",1000,28.643642,77.34532,2,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,4500,Medium,Ghaziabad
321,6000000,"Chiranjeev Vihar, Ghaziabad, Chiranjiv Vihar, Ghaziabad, Delhi NCR",1350,28.675872,77.474266,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Gulmohar tower society in Chiranjeevi vihar,Flat,4444.444444,Large,Ghaziabad
322,8500000,"Prateek Grand City, Siddharth Vihar, Ghaziabad, Siddhartha Vihar, Ghaziabad, Delhi NCR",1380,28.646286,77.406051,3,2,5,Ready to Move,Resale,1,Semi-Furnished,4,"Next to Indirapuram, Siddharth Vihar Ganga Jal Pariyogna",Flat,6159.42029,Large,Ghaziabad
323,7500000,"S 485 School block Shakarpur Delhi India, Shakarpur, New Delhi - East, Delhi NCR",1170,28.68652344,77.29961395,3,2,1,Ready to Move,Resale,2,Semi-Furnished,1,nearby Manokamna Mandir,Flat,6410.25641,Medium,New Delhi - East
324,4600000,"Kiran Garden, New Delhi - West, Delhi NCR",936,28.61848831,77.04781342,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4914.529915,Small,New Delhi - West
325,5500000,"Sector 86, Faridabad, Delhi NCR",1646,28.40964244,77.33940931,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3341.433779,Large,Faridabad
326,5500000,"Kamla Nagar, New Delhi - North, Delhi NCR",1000,28.68645096,77.29950714,3,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Nearby Clock Tower.,Flat,5500,Medium,New Delhi - North
327,6690000,"Sector 80, Faridabad, Delhi NCR",1625,28.3751182,77.34874476,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,4116.923077,Large,Faridabad
328,4500000,"Sector 7, Gurgaon, Delhi NCR",800,28.4658641,77.0133095,2,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Individual House,5625,Small,Gurgaon
329,7600000,"Sector 107, Gurgaon, Sector 107, Gurgaon, Delhi NCR",1534,28.514908,76.974388,3,2,4,Ready to Move,Resale,1,Semi-Furnished,2,near Dharampur village,Flat,4954.367666,Large,Gurgaon
330,9000000,"vaishali Ghaziabad, Sector 3 Vaishali, Ghaziabad, Delhi NCR",1675,28.64155769,77.34053802,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Shopprix Mall,Flat,5373.134328,Very Large,Ghaziabad
331,2450000,"sec 5 Vasundhara Ghaziabad, Sector 5 Vasundhara, Ghaziabad, Delhi NCR",710,28.63623238,77.43350983,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Olive County,Individual House,3450.704225,Small,Ghaziabad
332,5400000,"C-16, Greater Noida, Delhi NCR",1290,28.453581,77.556221,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Mahagun mall,Individual House,4186.046512,Large,Greater Noida
333,9700000,"Flat no. 703 7th Floor  Multistorey Appartmemt Tower Alpine Divine Meadows Sector 108 Noida 201301, Sector 108, Noida, Delhi NCR",1758,28.52544019,77.37445081,3,4,3,Ready to Move,Resale,1,Semi-Furnished,2,Near 108 IGL CNG Pump,Flat,5517.633675,Very Large,Noida
334,8500000,"Sector 93Noida parsvanath srishti, Sector 93, Noida, Delhi NCR",1569,28.51853317,77.38684415,3,3,3,Ready to Move,Resale,2,Semi-Furnished,2,Near by Eldeco utopia sector 93 Noida,Flat,5417.463352,Large,Noida
335,8000000,"New krishna nagar, gali no-5 near radheypuri jain mandir, Krishna Nagar, New Delhi - East, Delhi NCR",1488,28.68657112,77.29962921,3,2,1,Ready to Move,Resale,1,Unfurnished,2,near radheypuri jain mandir,Flat,5376.344086,Large,New Delhi - East
336,4200000,"Ajnara Le Garden Greater Noida West, Greater Noida West, Greater Noida, Delhi NCR",1245,28.606945,77.45557857,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Near by Gulshan Botenia society Greater Noida,Flat,3373.493976,Medium,Greater Noida
337,5500000,"Ashoka Enclave Part 3, Faridabad, Delhi NCR",1200,28.470754,77.308632,3,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4583.333333,Medium,Faridabad
338,20000000,"Sector 52  Gurgaon, Sector 52, Gurgaon, Delhi NCR",3250,28.43599347,77.09031699,4,4,4,Ready to Move,Resale,2,Semi-Furnished,2,Near By Tau devilal botanical garden.,Flat,6153.846154,Very Large,Gurgaon
339,10000000,"302, pearl square., Vaishali, Ghaziabad, Delhi NCR",1850,28.645225,77.342198,3,3,2,Ready to Move,Resale,1,Semi-Furnished,0,"Walking to vaishali metro station, near kr manglam world school, away.",Individual House,5405.405405,Very Large,Ghaziabad
340,6500000,"Mohan Garden, Uttam Nagar, Mohan Garden, New Delhi - West, Delhi NCR",1350,28.6330645,77.0331715,4,4,1,Ready to Move,Resale,1,Unfurnished,2,Next to Nawada Metro Station,Flat,4814.814815,Large,New Delhi - West
341,13600000,"Sector 70A, Gurgaon, Sector 70A, Gurgaon, Delhi NCR",2150,28.383489,77.020563,3,3,3,Ready to Move,Resale,2,Semi-Furnished,3,Not Mentioned,Individual House,6325.581395,Very Large,Gurgaon
342,14900000,"Efp-iii-37-0202., Sector 65, Gurgaon, Delhi NCR",1650,28.397952,77.069057,3,3,3,Ready to Move,Resale,1,Semi-Furnished,1,"Bharti Worldmark Mall, M3M Urbana Mall, Heritage School, Sriram School",Individual House,9030.30303,Large,Gurgaon
343,10500000,"GGN 01 0202 Sector 102 Gurgaon, Sector 102, Gurgaon, Delhi NCR",1650,28.47631073,76.97161102,3,3,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,6363.636364,Large,Gurgaon
344,11000000,"Plot no 46-47, Pocket size, Rohini Sector 21, Sector 21 Rohini, New Delhi - Rohini, Delhi NCR",1215,28.7141266,77.0676456,4,3,2,Ready to Move,Resale,1,Unfurnished,2,Rohini Sector 21 is nearest for transportation,Flat,9053.497942,Medium,New Delhi - Rohini
345,30500000,"New Delhi, Meera Bagh, New Delhi - West, Delhi NCR",2700,28.65758705,77.08957672,4,3,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,11296.2963,Very Large,New Delhi - West
346,8500000,"f-801, Sector 78, Noida, Delhi NCR",1345,28.560232,77.38860669,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Noida Sec-101 Metro Station,Flat,6319.702602,Large,Noida
347,24000000,"D-252, Sushant Lok-2 Golf course road gurugram, Gurgaon, Sushant Lok 2, Gurgaon, Delhi NCR",3050,28.34563255,77.32644653,4,4,3,Ready to Move,New Property,7,Semi-Furnished,1,Near By Shalom Presidency School,Flat,7868.852459,Very Large,Gurgaon
348,7600000,"sector 37C gurgaon, Sector 37C, Gurgaon, Delhi NCR",1600,28.44926,76.98476024,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,near Hero Honda Chowk,Flat,4750,Large,Gurgaon
349,45000000,"T tower, Dlf City Phase 4, Gurgaon, Delhi NCR",4064,28.464031,77.08547543,4,5,5,Ready to Move,Resale,3,Semi-Furnished,3,Next to Galleria Shopping mall,Flat,11072.83465,Very Large,Gurgaon
350,6500000,"Rz- 89/A, Nand vihar Near Dwarka Metro Station, Dwarka New Delhi -78, Sector 16 Dwarka, New Delhi - Dwarka, Delhi NCR",1100,28.63477135,77.04911041,3,2,3,Ready to Move,New Property,1,Unfurnished,2,Near Dwarka Metro Station,Flat,5909.090909,Medium,New Delhi - Dwarka
351,10500000,"F-479, Sarita Vihar Pocket F, New Delhi - South, Delhi NCR",1100,28.5336945,77.295901,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,9545.454545,Medium,New Delhi - South
352,30000000,"183 flat no.3 tower 1 floor 8th Windsor GreensSector 50 Noida 201301, Sector 50, Noida, Delhi NCR",4500,28.578346,77.37369258,7,5,2,Ready to Move,Resale,2,Semi-Furnished,2,Near Sector 50 metro station,Flat,6666.666667,Very Large,Noida
353,15000000,"New Delhi, Gurgaon, Delhi NCR",2160,28.70186234,77.14009857,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Rapid Metro Station DLF Phase-1,Flat,6944.444444,Very Large,Gurgaon
354,3000000,"Loni, Ghaziabad, Delhi NCR",785,28.7662162,77.2705047,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3821.656051,Small,Ghaziabad
355,10500000,"Swarnnagari, Greater Noida, Swarnnagari, Greater Noida, Delhi NCR",2600,28.45887906,77.52271124,3,4,4,Ready to Move,Resale,3,Semi-Furnished,2,Property is 2 kms away from Pari Chowk Metro and Opp JP Golf Course.,Flat,4038.461538,Very Large,Greater Noida
356,16500000,"Sector 45, Noida, Delhi NCR",2465,28.548787,77.346032,4,4,4,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6693.711968,Very Large,Noida
357,5700000,"Greater Noida West, Greater Noida, Sector 16, Greater Noida, Delhi NCR",1661,28.60477829,77.45191193,3,3,3,Ready to Move,Resale,1,Unfurnished,2,Close to upcoming metro and commercial complex,Flat,3431.66767,Very Large,Greater Noida
358,5600000,"Bhopura, Ghaziabad, Delhi NCR",1655,28.7005505,77.3286995,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3383.685801,Very Large,Ghaziabad
359,2300000,"New Delhi, Dwarka Mor, New Delhi - West, Delhi NCR",585,28.6193161,77.03326416,2,2,1,Ready to Move,New Property,1,Semi-Furnished,2,delhi Jal board,Flat,3931.623932,Small,New Delhi - West
360,15500000,"144., Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR",1600,28.60241996,77.05425039,3,2,1,Ready to Move,Resale,2,Semi-Furnished,2,the property is close to metro station,Flat,9687.5,Large,New Delhi - Dwarka
361,7000000,"Sector 82, Gurgaon, Delhi NCR",1133,28.38981649,76.969342,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6178.287732,Medium,Gurgaon
362,3150000,"Bhopura, Ghaziabad, Bhopura, Ghaziabad, Delhi NCR",1050,28.72645304,77.33733853,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Near Hiddon Airport.,Flat,3000,Medium,Ghaziabad
363,10000000,"Ramprastha Edge Towers, Dwarka Expressway, Gurgaon, Delhi NCR",1650,28.44837761,76.9695282,3,3,2,Ready to Move,Resale,1,Unfurnished,2,Dwaraka Expressway,Flat,6060.606061,Large,Gurgaon
364,3400000,"near IGNOU University, Neb Sarai, New Delhi - South, Delhi NCR",720,28.50693703,77.20652771,2,2,1,Ready to Move,New Property,1,Semi-Furnished,2,Not Mentioned,Flat,4722.222222,Small,New Delhi - South
365,35200000,"903., Behrampur, Gurgaon, Delhi NCR",2985,28.410913,77.107908,3,3,2,Ready to Move,Resale,2,Semi-Furnished,2,"Strategically located in sector-59 , Gurgaon..25 minutes from Airport",Flat,11792.29481,Very Large,Gurgaon
366,5000000,"G1104 Brave hearts Rajnagar extension Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1350,28.70689747,77.429488,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3703.703704,Large,Ghaziabad
